Site,VLAN,Service,"	Bl Fo Mini Hubs"
CTG_X0020,,2G_fhl,CTG_X0004
CTG_X0020,,3G_fhl,CTG_X0004
CTG_X0022,,2G_scl,CTG_X0378
CTG_X0023,,2G_fhl,CTG_X0041
CTG_X0023,,3G_fhl,CTG_X0041
CTG_X0024,,2G_fhl,CTG_X0763
CTG_X0024,,3G_fhl,CTG_X0763
CTG_X0025,,2G_scl,CTG_X0480
CTG_X0025,,3G_scl,CTG_X0480
CTG_X0028,,2G_fhl,CTG_X0028
CTG_X0028,,3G_fhl,CTG_X0028
CTG_X0029,,2G_fhl,CTG_X0743
CTG_X0029,,3G_fhl,CTG_X0743
CTG_X0030,,2G_scl,CTG_X0120
CTG_X0030,,3G_scl,CTG_X0120
CTG_X0031,,2G_scl,CTG_X0517
CTG_X0031,,3G_scl,CTG_X0517
CTG_X0032,,2G_scl,CTG_X0517
CTG_X0032,,3G_scl,CTG_X0517
CTG_X0034,,2G_scl,CTG_X0685
CTG_X0034,,3G_scl,CTG_X0685
CTG_X0035,,2G_scl,CTG_X0094
CTG_X0035,,3G_scl,CTG_X0094
CTG_X0037,,2G_scl,CTG_X0037
CTG_X0038,,2G_scl,CTG_X0088
CTG_X0038,,3G_scl,CTG_X0088
CTG_X0039,,2G_scl,CTG_X0039
CTG_X0041,,2G_fhl,CTG_X0041
CTG_X0043,,2G_fhl,CTG_X0043
CTG_X0043,,3G_fhl,CTG_X0043
CTG_X0044,,2G_fhl,CTG_X0491
CTG_X0044,,3G_fhl,CTG_X0491
CTG_X0047,,2G_scl,CTG_X0073
CTG_X0047,,3G_scl,CTG_X0073
CTG_X0048,,2G_fhl,CTG_X0048
CTG_X0048,,3G_fhl,CTG_X0048
CTG_X0049,,2G_scl,CTG_X0378
CTG_X0049,,3G_scl,CTG_X0378
CTG_X0051,,2G_fhl,CTG_X0051
CTG_X0051,,3G_fhl,CTG_X0051
CTG_X0052,,2G_scl,CTG_X0052
CTG_X0052,,3G_scl,CTG_X0052
CTG_X0053,,2G_fhl,CTG_X0376
CTG_X0053,,3G_fhl,CTG_X0376
CTG_X0055,,2G_fhl,CTG_X0055
CTG_X0056,,2G_fhl,CTG_X1186
CTG_X0056,,3G_fhl,CTG_X1186
CTG_X0057,,2G_fhl,CTG_X0731
CTG_X0057,,3G_fhl,CTG_X0731
CTG_X0058,,2G_scl,CTG_X1562
CTG_X0058,,3G_scl,CTG_X1562
CTG_X0060,,2G_scl,CTG_X1966
CTG_X0060,,3G_scl,CTG_X1966
CTG_X0061,,2G_fhl,CTG_X0376
CTG_X0061,,3G_fhl,CTG_X0376
CTG_X0062,,2G_scl,CTG_X0062
CTG_X0062,,3G_scl,CTG_X0062
CTG_X0064,,2G_fhl,CTG_X0079
CTG_X0064,,3G_fhl,CTG_X0079
CTG_X0066,,2G_fhl,CTG_X1076
CTG_X0066,,3G_fhl,CTG_X1076
CTG_X0068,,2G_scl,CTG_X1174
CTG_X0069,,2G_fhl,CTG_X0609
CTG_X0069,,3G_fhl,CTG_X0609
CTG_X0070,,2G_fhl,CTG_X0079
CTG_X0070,,3G_fhl,CTG_X0079
CTG_X0072,,2G_fhl,CTG_X0216
CTG_X0072,,3G_fhl,CTG_X0216
CTG_X0073,,2G_scl,CTG_X0073
CTG_X0073,,3G_scl,CTG_X0073
CTG_X0074,,2G_fhl,CTG_X0077
CTG_X0074,,3G_fhl,CTG_X0077
CTG_X0077,,2G_fhl,CTG_X0077
CTG_X0077,,3G_fhl,CTG_X0077
CTG_X0078,,2G_scl,CTG_X0601
CTG_X0078,,3G_scl,CTG_X0601
CTG_X0079,,2G_fhl,CTG_X0079
CTG_X0079,,3G_fhl,CTG_X0079
CTG_X0080,,2G_scl,CTG_X0610
CTG_X0080,,3G_scl,CTG_X0610
CTG_X0081,,2G_scl,CTG_X0081
CTG_X0081,,3G_scl,CTG_X0081
CTG_X0082,,2G_scl,CTG_X0082
CTG_X0084,,2G_scl,CTG_X0370
CTG_X0084,,3G_scl,CTG_X0370
CTG_X0085,,2G_fhl,CTG_X0728
CTG_X0085,,3G_fhl,CTG_X0728
CTG_X0086,,2G_scl,CTG_X0086
CTG_X0086,,3G_scl,CTG_X0086
CTG_X0087,,2G_scl,CTG_X0094
CTG_X0087,,3G_scl,CTG_X0094
CTG_X0088,,2G_scl,CTG_X0088
CTG_X0088,,3G_scl,CTG_X0088
CTG_X0090,,2G_scl,CTG_X0090
CTG_X0090,,RTN_scl,CTG_X0090
CTG_X0092,,2G_scl,CTG_X0092
CTG_X0092,,3G_scl,CTG_X0092
CTG_X0093,,2G_scl,CTG_X0092
CTG_X0094,,2G_scl,CTG_X0094
CTG_X0094,,3G_scl,CTG_X0094
CTG_X0095,,2G_scl,CTG_X0097
CTG_X0095,,3G_scl,CTG_X0097
CTG_X0097,,2G_scl,CTG_X0097
CTG_X0101,,2G_scl,CTG_X0517
CTG_X0101,,3G_scl,CTG_X0517
CTG_X0102,,2G_scl,CTG_X0517
CTG_X0102,,3G_scl,CTG_X0517
CTG_X0104,,2G_scl,CTG_X0109
CTG_X0104,,3G_scl,CTG_X0109
CTG_X0105,,2G_scl,CTG_X0523
CTG_X0105,,3G_scl,CTG_X0523
CTG_X0106,,2G_scl,CTG_X0419
CTG_X0109,,2G_scl,CTG_X0109
CTG_X0109,,3G_scl,CTG_X0109
CTG_X0117,,2G_scl,CTG_X0480
CTG_X0117,,3G_scl,CTG_X0480
CTG_X0118,,2G_scl,CTG_X0118
CTG_X0118,,3G_scl,CTG_X0118
CTG_X0119,,2G_scl,CTG_X0120
CTG_X0119,,3G_scl,CTG_X0120
CTG_X0120,,2G_scl,CTG_X0120
CTG_X0120,,3G_scl,CTG_X0120
CTG_X0121,,2G_scl,CTG_X0122
CTG_X0121,,3G_scl,CTG_X0122
CTG_X0122,,2G_scl,CTG_X0122
CTG_X0122,,3G_scl,CTG_X0122
CTG_X0123,,2G_scl,CTG_X0517_1
CTG_X0123,,3G_scl,CTG_X0517_1
CTG_X0126,,2G_scl,CTG_X0520
CTG_X0126,,3G_scl,CTG_X0520
CTG_X0130,,2G_fhl,CTG_X0730
CTG_X0130,,3G_fhl,CTG_X0730
CTG_X0132,,2G_fhl,CTG_X0132
CTG_X0132,,3G_fhl,CTG_X0132
CTG_X0133,,2G_fhl,CTG_X0132
CTG_X0133,,3G_fhl,CTG_X0132
CTG_X0134,,2G_fhl,CTG_X0763
CTG_X0134,,3G_fhl,CTG_X0763
CTG_X0137,,2G_fhl,CTG_X0547
CTG_X0137,,3G_fhl,CTG_X0547
CTG_X0138,,2G_scl,CTG_X1157
CTG_X0138,,3G_scl,CTG_X1157
CTG_X0139,,2G_fhl,CTG_X0139
CTG_X0142,,2G_fhl,CTG_X0028
CTG_X0142,,3G_fhl,CTG_X0028
CTG_X0145,,2G_fhl,CTG_X0147
CTG_X0145,,3G_fhl,CTG_X0147
CTG_X0146,,2G_fhl,CTG_X0146
CTG_X0147,,2G_fhl,CTG_X0147
CTG_X0147,,3G_fhl,CTG_X0147
CTG_X0153,,2G_fhl,CTG_X0609
CTG_X0153,,3G_fhl,CTG_X0609
CTG_X0159,,2G_scl,CTG_X9027
CTG_X0159,,3G_scl,CTG_X9027
CTG_X0161,,2G_scl,CTG_X0927
CTG_X0161,,3G_scl,CTG_X0927
CTG_X0162,,2G_scl,CTG_X0601
CTG_X0162,,3G_scl,CTG_X0601
CTG_X0163,,2G_fhl,CTG_X0163
CTG_X0167,,2G_fhl,CTG_X0004
CTG_X0167,,3G_fhl,CTG_X0004
CTG_X01670,,2G_fhl,CTG_X0004
CTG_X01670,,3G_fhl,CTG_X0004
CTG_X0185,,2G_fhl,CTG_X1076
CTG_X0185,,3G_fhl,CTG_X1076
CTG_X0215,,2G_fhl,CTG_X1389
CTG_X0215,,3G_fhl,CTG_X1389
CTG_X0216,,2G_fhl,CTG_X0216
CTG_X0230,,2G_scl,CTG_X0828
CTG_X0230,,3G_scl,CTG_X0828
CTG_X0231,,2G_scl,CTG_X0881
CTG_X0231,,3G_scl,CTG_X0881
CTG_X0232,,2G_scl,CTG_X0850
CTG_X0232,,3G_scl,CTG_X0850
CTG_X0240,,2G_scl,CTG_X0240
CTG_X0240,,3G_scl,CTG_X0240
CTG_X0242,,2G_fhl,CTG_X0242
CTG_X0242,,3G_fhl,CTG_X0242
CTG_X0246,,2G_fhl,CTG_X0488
CTG_X0246,,3G_fhl,CTG_X0488
CTG_X0247,,2G_scl,CTG_X0247
CTG_X0248,,2G_scl,CTG_X0248
CTG_X0259,,2G_scl,CTG_X0800
CTG_X0259,,3G_scl,CTG_X0800
CTG_X0261,,2G_scl,CTG_X0517_1
CTG_X0261,,3G_scl,CTG_X0517_1
CTG_X0264,,2G_scl,CTG_X0517_1
CTG_X0264,,3G_scl,CTG_X0517_1
CTG_X0265,,2G_scl,CTG_X0509
CTG_X0265,,3G_scl,CTG_X0509
CTG_X0268,,2G_scl,CTG_X0656
CTG_X0268,,3G_scl,CTG_X0656
CTG_X0269,,2G_scl,CTG_X0828
CTG_X0269,,3G_scl,CTG_X0828
CTG_X0273,,2G_scl,CTG_X0247
CTG_X0274,,2G_scl,CTG_X0274
CTG_X0274,,3G_scl,CTG_X0274
CTG_X0275,,2G_scl,CTG_X0274
CTG_X0275,,3G_scl,CTG_X0274
CTG_X0276,,2G_fhl,CTG_X0500
CTG_X0276,,3G_fhl,CTG_X0500
CTG_X0277,,2G_scl,CTG_X0277
CTG_X0277,,3G_scl,CTG_X0277
CTG_X0291,,2G_scl,CTG_X0120
CTG_X0291,,3G_scl,CTG_X0120
CTG_X0292,,2G_scl,CTG_X0118
CTG_X0292,,3G_scl,CTG_X0118
CTG_X0293,,2G_scl,CTG_X0118
CTG_X0293,,3G_scl,CTG_X0118
CTG_X0295,,2G_fhl,CTG_X0627
CTG_X0295,,3G_fhl,CTG_X0627
CTG_X0300,,2G_scl,CTG_X0300
CTG_X0300,,3G_scl,CTG_X0300
CTG_X0301,,2G_scl,CTG_X1084
CTG_X0301,,3G_scl,CTG_X1084
CTG_X0303,,2G_fhl,CTG_X1035
CTG_X0303,,3G_fhl,CTG_X1035
CTG_X0304,,2G_fhl,CTG_X0139
CTG_X0304,,3G_fhl,CTG_X0139
CTG_X0306,,2G_fhl,CTG_X0048
CTG_X0306,,3G_fhl,CTG_X0048
CTG_X0307,,2G_fhl,CTG_X1035
CTG_X0307,,3G_fhl,CTG_X1035
CTG_X0309,,2G_scl,CTG_X0277
CTG_X0309,,3G_scl,CTG_X0277
CTG_X0312,,2G_scl,CTG_X0118
CTG_X0313,,2G_scl,CTG_X0517
CTG_X0313,,3G_scl,CTG_X0517
CTG_X0317,,2G_scl,CTG_X0317
CTG_X0317,,3G_scl,CTG_X0317
CTG_X0320,,2G_fhl,CTG_X0008
CTG_X0320,,3G_fhl,CTG_X0008
CTG_X0325,,2G_fhl,CTG_X0487
CTG_X0325,,3G_fhl,CTG_X0487
CTG_X0326,,2G_scl,CTG_X0052
CTG_X0326,,3G_scl,CTG_X0052
CTG_X0327,,2G_scl,CTG_X0519
CTG_X0329,,2G_scl,CTG_X1535
CTG_X0329,,3G_scl,CTG_X1535
CTG_X0330,,2G_fhl,CTG_X1588
CTG_X0330,,3G_fhl,CTG_X1588
CTG_X0332,,2G_scl,CTG_X0109
CTG_X0332,,3G_scl,CTG_X0109
CTG_X0335,,2G_fhl,CTG_X0139
CTG_X0335,,3G_fhl,CTG_X0139
CTG_X0345,,2G_fhl,CTG_X0132
CTG_X0345,,3G_fhl,CTG_X0132
CTG_X0346,,2G_fhl,CTG_X0703
CTG_X0346,,3G_fhl,CTG_X0703
CTG_X0347,,2G_scl,CTG_X0247
CTG_X0348,,2G_fhl,CTG_X0005
CTG_X0348,,3G_fhl,CTG_X0005
CTG_X0351,,2G_fhl,CTG_X0351
CTG_X0351,,3G_fhl,CTG_X0351
CTG_X0353,,2G_scl,CTG_X0118
CTG_X0353,,3G_scl,CTG_X0118
CTG_X0355,,2G_fhl,CTG_X0139
CTG_X0355,,3G_fhl,CTG_X0139
CTG_X0356,,2G_fhl,CTG_X0139
CTG_X0356,,3G_fhl,CTG_X0139
CTG_X0357,,2G_fhl,CTG_X1035
CTG_X0357,,3G_fhl,CTG_X1035
CTG_X0359,,2G_scl,CTG_X0359
CTG_X0361,,2G_scl,CTG_X0361
CTG_X0361,,3G_scl,CTG_X0361
CTG_X0362,,2G_scl,CTG_X0300
CTG_X0362,,3G_scl,CTG_X0300
CTG_X0366,,2G_fhl,CTG_X0002
CTG_X0367,,2G_fhl,CTG_X0367
CTG_X0370,,2G_scl,CTG_X0370
CTG_X0370,,3G_scl,CTG_X0370
CTG_X0372,,2G_fhl,CTG_X0372
CTG_X0373,,2G_fhl,CTG_X0373
CTG_X0373,,3G_fhl,CTG_X0373
CTG_X0374,,2G_fhl,CTG_X0077
CTG_X0374,,3G_fhl,CTG_X0077
CTG_X0375,,2G_fhl,CTG_X0731
CTG_X0375,,3G_fhl,CTG_X0731
CTG_X0376,,2G_fhl,CTG_X0376
CTG_X0377,,2G_scl,CTG_X0378
CTG_X0377,,3G_scl,CTG_X0378
CTG_X0378,,2G_scl,CTG_X0378
CTG_X0379,,2G_scl,CTG_X0800
CTG_X0379,,3G_scl,CTG_X0800
CTG_X0381,,2G_scl,CTG_X0845
CTG_X0381,,3G_scl,CTG_X0845
CTG_X0382,,2G_scl,CTG_X1535
CTG_X0387,,2G_fhl,CTG_X0048
CTG_X0387,,3G_fhl,CTG_X0048
CTG_X0388,,2G_scl,CTG_X0762
CTG_X0388,,3G_scl,CTG_X0762
CTG_X0392,,2G_fhl,CTG_X0893
CTG_X0392,,3G_fhl,CTG_X0893
CTG_X0393,,2G_fhl,CTG_X0627
CTG_X0393,,3G_fhl,CTG_X0627
CTG_X0400,,2G_scl,CTG_X0400
CTG_X0400,,3G_scl,CTG_X0400
CTG_X0408,,2G_scl,CTG_X0850
CTG_X0408,,3G_scl,CTG_X0850
CTG_X0409,,2G_scl,CTG_X0681
CTG_X0409,,3G_scl,CTG_X0681
CTG_X0410,,2G_scl,CTG_X1527
CTG_X0410,,3G_scl,CTG_X1527
CTG_X0412,,2G_scl,CTG_X1527
CTG_X0412,,3G_scl,CTG_X1527
CTG_X0413,,2G_scl,CTG_X0828
CTG_X0413,,3G_scl,CTG_X0828
CTG_X0414,,2G_scl,CTG_X0623
CTG_X0414,,3G_scl,CTG_X0623
CTG_X0418,,2G_scl,CTG_X0520
CTG_X0419,,2G_scl,CTG_X0419
CTG_X0422,,2G_scl,CTG_X0652
CTG_X0422,,3G_scl,CTG_X0652
CTG_X04220,,2G_scl,CTG_X0652
CTG_X04220,,3G_scl,CTG_X0652
CTG_X0437,,2G_scl,CTG_X0927
CTG_X0437,,3G_scl,CTG_X0927
CTG_X0438,,2G_scl,CTG_X0438
CTG_X0441,,2G_scl,CTG_X0517
CTG_X0441,,3G_scl,CTG_X0517
CTG_X0442,,2G_scl,CTG_X0122
CTG_X0442,,3G_scl,CTG_X0122
CTG_X0443,,2G_scl,CTG_X0517_2
CTG_X0443,,3G_scl,CTG_X0517_2
CTG_X0452,,2G_fhl,CTG_X0147
CTG_X0452,,3G_fhl,CTG_X0147
CTG_X0453,,2G_fhl,CTG_X0745
CTG_X0453,,3G_fhl,CTG_X0745
CTG_X0463,,2G_fhl,CTG_X0002
CTG_X0463,,3G_fhl,CTG_X0002
CTG_X0465,,2G_scl,CTG_X0712
CTG_X0465,,3G_scl,CTG_X0712
CTG_X0466,,2G_scl,CTG_X0438
CTG_X0466,,3G_scl,CTG_X0438
CTG_X0467,,2G_scl,CTG_X1391
CTG_X0468,,2G_scl,CTG_X0097
CTG_X0468,,3G_scl,CTG_X0097
CTG_X0469,,2G_scl,CTG_X0361
CTG_X0469,,3G_scl,CTG_X0361
CTG_X0470,,2G_scl,CTG_X0470
CTG_X0470,,3G_scl,CTG_X0470
CTG_X0475,,2G_scl,CTG_X0645
CTG_X0475,,3G_scl,CTG_X0645
CTG_X0480,,2G_scl,CTG_X0480
CTG_X0480,,3G_scl,CTG_X0480
CTG_X0484,,2G_scl,CTG_X0484
CTG_X0486,,2G_scl,CTG_X0480
CTG_X0486,,3G_scl,CTG_X0480
CTG_X0487,,2G_fhl,CTG_X0487
CTG_X0488,,2G_fhl,CTG_X0488
CTG_X0488,,3G_fhl,CTG_X0488
CTG_X0490,,2G_scl,CTG_X0740
CTG_X0490,,3G_scl,CTG_X0740
CTG_X0491,,2G_fhl,CTG_X0491
CTG_X0492,,2G_scl,CTG_X0081
CTG_X0494,,2G_scl,CTG_X0240
CTG_X0494,,3G_scl,CTG_X0240
CTG_X0497,,2G_fhl,CTG_X0500
CTG_X0497,,3G_fhl,CTG_X0500
CTG_X0500,,2G_fhl,CTG_X0500
CTG_X0500,,3G_fhl,CTG_X0500
CTG_X0501,,2G_scl,CTG_X0300
CTG_X0501,,3G_scl,CTG_X0300
CTG_X0509,,2G_scl,CTG_X0509
CTG_X0509,,3G_scl,CTG_X0509
CTG_X0513,,2G_scl,CTG_X0513
CTG_X0516,,2G_fhl,CTG_X0516
CTG_X0516,,3G_fhl,CTG_X0516
CTG_X0517,,2G_scl,CTG_X0517
CTG_X0517,,3G_scl,CTG_X0517
CTG_X0518,,2G_fhl,CTG_X0014
CTG_X0518,,3G_fhl,CTG_X0014
CTG_X0519,,2G_scl,CTG_X0519
CTG_X0520,,2G_scl,CTG_X0520
CTG_X0520,,3G_scl,CTG_X0520
CTG_X0522,,2G_scl,CTG_X0522
CTG_X0522,,3G_scl,CTG_X0522
CTG_X0523,,2G_scl,CTG_X0523
CTG_X0523,,3G_scl,CTG_X0523
CTG_X0524,,2G_fhl,CTG_X0524
CTG_X0525,,2G_fhl,CTG_X1186
CTG_X0525,,3G_fhl,CTG_X1186
CTG_X0526,,2G_fhl,CTG_X0372
CTG_X0526,,3G_fhl,CTG_X0372
CTG_X0527,,2G_fhl,CTG_X0372
CTG_X0527,,3G_fhl,CTG_X0372
CTG_X0528,,2G_scl,CTG_X0729
CTG_X0528,,3G_scl,CTG_X0729
CTG_X0530,,2G_scl,CTG_X0073
CTG_X0530,,3G_scl,CTG_X0073
CTG_X0531,,2G_scl,CTG_X1180
CTG_X0531,,3G_scl,CTG_X1180
CTG_X0532,,2G_fhl,CTG_X0041
CTG_X0532,,3G_fhl,CTG_X0041
CTG_X0534,,2G_fhl,CTG_X0004
CTG_X0536,,2G_fhl,CTG_X1692
CTG_X0536,,3G_fhl,CTG_X1692
CTG_X0537,,2G_fhl,CTG_X0051
CTG_X0537,,3G_fhl,CTG_X0051
CTG_X0538,,2G_fhl,CTG_X1692
CTG_X0538,,3G_fhl,CTG_X1692
CTG_X0539,,2G_fhl,CTG_X0139
CTG_X0539,,3G_fhl,CTG_X0139
CTG_X0541,,2G_scl,CTG_X0089
CTG_X0543,,2G_scl,CTG_X0601
CTG_X0543,,3G_scl,CTG_X0601
CTG_X0545,,2G_fhl,CTG_X0545
CTG_X0545,,3G_fhl,CTG_X0545
CTG_X0547,,2G_fhl,CTG_X0547
CTG_X0548,,2G_fhl,CTG_X0079
CTG_X0548,,3G_fhl,CTG_X0079
CTG_X0549,,2G_fhl,CTG_X0041
CTG_X0549,,3G_fhl,CTG_X0041
CTG_X0552,,2G_fhl,CTG_X0491
CTG_X0552,,3G_fhl,CTG_X0491
CTG_X0555,,2G_scl,CTG_X0729
CTG_X0555,,3G_scl,CTG_X0729
CTG_X0556,,2G_fhl,CTG_X0728
CTG_X0556,,3G_fhl,CTG_X0728
CTG_X0561,,2G_fhl,CTG_X0014
CTG_X0561,,3G_fhl,CTG_X0014
CTG_X0562,,2G_fhl,CTG_X0545
CTG_X0562,,3G_fhl,CTG_X0545
CTG_X0563,,2G_fhl,CTG_X0545
CTG_X0563,,3G_fhl,CTG_X0545
CTG_X0564,,2G_fhl,CTG_X0001
CTG_X0564,,3G_fhl,CTG_X0001
CTG_X0565,,2G_scl,CTG_X0712
CTG_X0565,,3G_scl,CTG_X0712
CTG_X0576,,2G_scl,CTG_X1562
CTG_X0576,,3G_scl,CTG_X1562
CTG_X0578,,2G_fhl,CTG_X0001
CTG_X0578,,3G_fhl,CTG_X0001
CTG_X0579,,2G_fhl,CTG_X0163
CTG_X0579,,3G_fhl,CTG_X0163
CTG_X0590,,2G_fhl,CTG_X0545
CTG_X0590,,3G_fhl,CTG_X0545
CTG_X0599,,2G_scl,CTG_X0156
CTG_X0599,,3G_scl,CTG_X0156
CTG_X0600,,2G_fhl,CTG_X0048
CTG_X0600,,3G_fhl,CTG_X0048
CTG_X0601,,2G_scl,CTG_X0601
CTG_X0601,,3G_scl,CTG_X0601
CTG_X0605,,2G_scl,CTG_X1180
CTG_X0605,,3G_scl,CTG_X1180
CTG_X0607,,2G_fhl,CTG_X0147
CTG_X0607,,3G_fhl,CTG_X0147
CTG_X0608,,2G_fhl,CTG_X0516
CTG_X0608,,3G_fhl,CTG_X0516
CTG_X0609,,2G_fhl,CTG_X0609
CTG_X0609,,3G_fhl,CTG_X0609
CTG_X0610,,2G_scl,CTG_X0610
CTG_X0610,,3G_scl,CTG_X0610
CTG_X0612,,2G_scl,CTG_X0062
CTG_X0612,,3G_scl,CTG_X0062
CTG_X0613,,2G_scl,CTG_X1174
CTG_X0613,,3G_scl,CTG_X1174
CTG_X0614,,2G_scl,CTG_X0610
CTG_X0614,,3G_scl,CTG_X0610
CTG_X0622,,2G_scl,CTG_X0656
CTG_X0622,,3G_scl,CTG_X0656
CTG_X0623,,2G_scl,CTG_X0623
CTG_X0623,,3G_scl,CTG_X0623
CTG_X0624,,2G_scl,CTG_X0656
CTG_X0624,,3G_scl,CTG_X0656
CTG_X0625,,2G_scl,CTG_X0625
CTG_X0625,,3G_scl,CTG_X0625
CTG_X0627,,2G_fhl,CTG_X0627
CTG_X0627,,3G_fhl,CTG_X0627
CTG_X0632,,2G_scl,CTG_X0925
CTG_X0632,,3G_scl,CTG_X0925
CTG_X0645,,2G_scl,CTG_X0645
CTG_X0645,,3G_scl,CTG_X0645
CTG_X0648,,2G_fhl,CTG_X0028
CTG_X0648,,3G_fhl,CTG_X0028
CTG_X0649,,2G_scl,CTG_X0649
CTG_X0649,,3G_scl,CTG_X0649
CTG_X0652,,2G_scl,CTG_X0652
CTG_X0652,,3G_scl,CTG_X0652
CTG_X0656,,2G_scl,CTG_X0656
CTG_X0656,,3G_scl,CTG_X0656
CTG_X0658,,2G_fhl,CTG_X0658
CTG_X0664,,2G_scl,CTG_X0277
CTG_X0664,,3G_scl,CTG_X0277
CTG_X0665,,2G_fhl,CTG_X0665
CTG_X0665,,3G_fhl,CTG_X0665
CTG_X0666,,2G_fhl,CTG_X0666
CTG_X0671,,2G_fhl,CTG_X0671
CTG_X0672,,2G_fhl,CTG_X0666
CTG_X0672,,3G_fhl,CTG_X0666
CTG_X0679,,2G_scl,CTG_X0681
CTG_X0679,,3G_scl,CTG_X0681
CTG_X0680,,2G_scl,CTG_X0039
CTG_X0681,,2G_scl,CTG_X0681
CTG_X0681,,3G_scl,CTG_X0681
CTG_X0683,,2G_scl,CTG_X1527
CTG_X0683,,3G_scl,CTG_X1527
CTG_X0685,,2G_scl,CTG_X0685
CTG_X0686,,2G_scl,CTG_X0685
CTG_X0686,,3G_scl,CTG_X0685
CTG_X0687,,2G_scl,CTG_X0692
CTG_X0687,,3G_scl,CTG_X0692
CTG_X0688,,2G_scl,CTG_X0365
CTG_X0688,,3G_scl,CTG_X0365
CTG_X0689,,2G_scl,CTG_X0090
CTG_X0691,,2G_scl,CTG_X0088
CTG_X0692,,2G_scl,CTG_X0692
CTG_X0692,,3G_scl,CTG_X0692
CTG_X0693,,2G_scl,CTG_X0365
CTG_X0693,,3G_scl,CTG_X0365
CTG_X06990,,2G_scl,CTG_X0652
CTG_X06990,,3G_scl,CTG_X0652
CTG_X0702,,2G_scl,CTG_X0517_1
CTG_X0702,,3G_scl,CTG_X0517_1
CTG_X0703,,2G_fhl,CTG_X0703
CTG_X0705,,2G_fhl,CTG_X0705
CTG_X0706,,2G_scl,CTG_X0248
CTG_X0707,,2G_scl,CTG_X0707
CTG_X0708,,2G_scl,CTG_X0708
CTG_X0708,,3G_scl,CTG_X0708
CTG_X0709,,2G_scl,CTG_X0601
CTG_X0709,,3G_scl,CTG_X0601
CTG_X0711,,2G_scl,CTG_X0247
CTG_X0712,,2G_scl,CTG_X0712
CTG_X0714,,2G_fhl,CTG_X0147
CTG_X0714,,3G_fhl,CTG_X0147
CTG_X0715,,2G_fhl,CTG_X0715
CTG_X0715,,3G_fhl,CTG_X0715
CTG_X0716,,2G_fhl,CTG_X0716
CTG_X0717,,2G_fhl,CTG_X0139
CTG_X0717,,3G_fhl,CTG_X0139
CTG_X0718,,2G_fhl,"CTG_X0002 "
CTG_X0718,,3G_fhl,"CTG_X0002 "
CTG_X0719,,2G_fhl,CTG_X0516
CTG_X0719,,3G_fhl,CTG_X0516
CTG_X0720,,2G_fhl,CTG_X0731
CTG_X0720,,3G_fhl,CTG_X0731
CTG_X0722,,2G_fhl,CTG_X0041
CTG_X0722,,3G_fhl,CTG_X0041
CTG_X0724,,2G_fhl,CTG_X0491
CTG_X0724,,3G_fhl,CTG_X0491
CTG_X0728,,2G_fhl,CTG_X0728
CTG_X0728,,3G_fhl,CTG_X0728
CTG_X0729,,2G_scl,CTG_X0729
CTG_X0729,,3G_scl,CTG_X0729
CTG_X0730,,2G_fhl,CTG_X0730
CTG_X0731,,2G_fhl,CTG_X0731
CTG_X0732,,2G_fhl,CTG_X0007
CTG_X0732,,3G_fhl,CTG_X0007
CTG_X0733,,2G_scl,CTG_X0733
CTG_X0733,,3G_scl,CTG_X0733
CTG_X0734,,2G_scl,CTG_X0052
CTG_X0736,,2G_fhl,CTG_X0738
CTG_X0736,,3G_fhl,CTG_X0738
CTG_X0737,,2G_fhl,CTG_X0738
CTG_X0737,,3G_fhl,CTG_X0738
CTG_X0738,,2G_fhl,CTG_X0738
CTG_X0738,,3G_fhl,CTG_X0738
CTG_X0740,,2G_scl,CTG_X0740
CTG_X0741,,2G_fhl,CTG_X0715
CTG_X0741,,3G_fhl,CTG_X0715
CTG_X0743,,2G_fhl,CTG_X0743
CTG_X0743,,3G_fhl,CTG_X0743
CTG_X0745,,2G_fhl,CTG_X0745
CTG_X0747,,2G_fhl,CTG_X0146
CTG_X0747,,3G_fhl,CTG_X0146
CTG_X0749,,2G_scl,CTG_X0517
CTG_X0749,,3G_scl,CTG_X0517
CTG_X0752,,2G_fhl,CTG_X0738
CTG_X0752,,3G_fhl,CTG_X0738
CTG_X0753,,2G_scl,CTG_X1966
CTG_X0753,,3G_scl,CTG_X1966
CTG_X0754,,2G_scl,CTG_X1174
CTG_X0754,,3G_scl,CTG_X1174
CTG_X0755,,2G_scl,CTG_X0610
CTG_X0755,,3G_scl,CTG_X0610
CTG_X0756,,2G_fhl,CTG_X0147
CTG_X0756,,3G_fhl,CTG_X0147
CTG_X0759,,2G_fhl,CTG_X0146
CTG_X0759,,3G_fhl,CTG_X0146
CTG_X0762,,2G_scl,CTG_X0762
CTG_X0763,,2G_fhl,CTG_X0763
CTG_X0765,,2G_fhl,CTG_X0077
CTG_X0765,,3G_fhl,CTG_X0077
CTG_X0767,,2G_scl,CTG_X0118
CTG_X0767,,3G_scl,CTG_X0118
CTG_X0768,,2G_scl,CTG_X0927
CTG_X0768,,3G_scl,CTG_X0927
CTG_X0772,,2G_fhl,CTG_X0488
CTG_X0772,,3G_fhl,CTG_X0488
CTG_X0774,,2G_fhl,CTG_X0028
CTG_X0774,,3G_fhl,CTG_X0028
CTG_X0775,,2G_fhl,CTG_X0775
CTG_X0775,,3G_fhl,CTG_X0775
